"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	103	28816	357.4	304.6
	"Baldwin County, AL"	"01003"	320	102949	310.8	240.2
	"Barbour County, AL"	"01005"	37	14364	257.6	219.2
	"Bibb County, AL"	"01007"	45	12513	359.6	316.1
	"Blount County, AL"	"01009"	124	29560	419.5	351.1
	"Bullock County, AL"	"01011"	25	5861	426.5	396.9
	"Butler County, AL"	"01013"	62	10231	606.0	454.0
	"Calhoun County, AL"	"01015"	250	60346	414.3	326.6
	"Chambers County, AL"	"01017"	75	17590	426.4	331.5
	"Cherokee County, AL"	"01019"	69	13330	517.6	408.2
	"Chilton County, AL"	"01021"	77	22875	336.6	274.0
	"Choctaw County, AL"	"01023"	23	6755	340.5	282.6
	"Clarke County, AL"	"01025"	46	12561	366.2	284.7
	"Clay County, AL"	"01027"	25	6949	359.8	289.5
	"Cleburne County, AL"	"01029"	39	7625	511.5	406.9
	"Coffee County, AL"	"01031"	71	26540	267.5	221.7
	"Colbert County, AL"	"01033"	126	28134	447.9	351.0
	"Conecuh County, AL"	"01035"	36	6285	572.8	421.2
	"Coosa County, AL"	"01037"	16	6043	Unreliable	Unreliable
	"Covington County, AL"	"01039"	73	19052	383.2	289.2
	"Crenshaw County, AL"	"01041"	41	7095	577.9	443.2
	"Cullman County, AL"	"01043"	153	41855	365.5	297.6
	"Dale County, AL"	"01045"	75	25722	291.6	244.1
	"Dallas County, AL"	"01047"	111	20694	536.4	438.9
	"DeKalb County, AL"	"01049"	132	36227	364.4	289.5
	"Elmore County, AL"	"01051"	140	43312	323.2	276.5
	"Escambia County, AL"	"01053"	76	19897	382.0	311.3
	"Etowah County, AL"	"01055"	260	53768	483.6	378.7
	"Fayette County, AL"	"01057"	34	8448	402.5	299.2
	"Franklin County, AL"	"01059"	58	16044	361.5	301.3
	"Geneva County, AL"	"01061"	53	13604	389.6	306.6
	"Greene County, AL"	"01063"	28	4274	655.1	456.7
	"Hale County, AL"	"01065"	37	7637	484.5	351.2
	"Henry County, AL"	"01067"	29	8734	332.0	258.3
	"Houston County, AL"	"01069"	146	54055	270.1	215.6
	"Jackson County, AL"	"01071"	128	27220	470.2	356.0
	"Jefferson County, AL"	"01073"	1206	352843	341.8	286.0
	"Lamar County, AL"	"01075"	26	7185	361.9	241.4
	"Lauderdale County, AL"	"01077"	151	45932	328.7	249.8
	"Lawrence County, AL"	"01079"	63	17784	354.3	270.9
	"Lee County, AL"	"01081"	238	75192	316.5	295.3
	"Limestone County, AL"	"01083"	142	49891	284.6	250.0
	"Lowndes County, AL"	"01085"	31	5296	585.3	457.1
	"Macon County, AL"	"01087"	32	8839	362.0	261.2
	"Madison County, AL"	"01089"	392	189349	207.0	170.5
	"Marengo County, AL"	"01091"	39	9936	392.5	320.2
	"Marion County, AL"	"01093"	59	15467	381.5	308.9
	"Marshall County, AL"	"01095"	181	47871	378.1	312.2
	"Mobile County, AL"	"01097"	759	214659	353.6	291.9
	"Monroe County, AL"	"01099"	49	10951	447.4	349.7
	"Montgomery County, AL"	"01101"	388	117649	329.8	290.1
	"Morgan County, AL"	"01103"	215	62941	341.6	274.7
	"Perry County, AL"	"01105"	19	4427	Unreliable	Unreliable
	"Pickens County, AL"	"01107"	33	10728	307.6	227.7
	"Pike County, AL"	"01109"	55	14512	379.0	316.8
	"Randolph County, AL"	"01111"	65	11252	577.7	450.4
	"Russell County, AL"	"01113"	86	31352	274.3	257.9
	"St. Clair County, AL"	"01115"	178	46804	380.3	316.2
	"Shelby County, AL"	"01117"	181	112558	160.8	136.5
	"Sumter County, AL"	"01119"	26	6026	431.5	383.5
	"Talladega County, AL"	"01121"	168	42953	391.1	307.9
	"Tallapoosa County, AL"	"01123"	74	20902	354.0	265.2
	"Tuscaloosa County, AL"	"01125"	292	97644	299.0	265.1
	"Walker County, AL"	"01127"	160	33652	475.5	377.1
	"Washington County, AL"	"01129"	41	8660	473.4	354.7
	"Wilcox County, AL"	"01131"	23	5366	428.6	320.0
	"Winston County, AL"	"01133"	50	12452	401.5	296.8
	"Aleutians East Borough, AK"	"02013"	Suppressed	2377	Suppressed	Suppressed
	"Aleutians West Census Area, AK"	"02016"	Suppressed	4193	Suppressed	Suppressed
	"Anchorage Borough, AK"	"02020"	331	164061	201.8	185.7
	"Bethel Census Area, AK"	"02050"	16	8277	Unreliable	Unreliable
	"Bristol Bay Borough, AK"	"02060"	Suppressed	581	Suppressed	Suppressed
	"Denali Borough, AK"	"02068"	Suppressed	1262	Suppressed	Suppressed
	"Dillingham Census Area, AK"	"02070"	Suppressed	2426	Suppressed	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	102	52803	193.2	185.8
	"Haines Borough, AK"	"02100"	Suppressed	1490	Suppressed	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	Suppressed	1190	Suppressed	Suppressed
	"Juneau Borough, AK"	"02110"	34	18757	181.3	139.4
	"Kenai Peninsula Borough, AK"	"02122"	88	30951	284.3	202.8
	"Ketchikan Gateway Borough, AK"	"02130"	30	7690	390.1	286.2
	"Kodiak Island Borough, AK"	"02150"	15	7682	Unreliable	Unreliable
	"Lake and Peninsula Borough, AK"	"02164"	Suppressed	848	Suppressed	Suppressed
	"Matanuska-Susitna Borough, AK"	"02170"	118	52522	224.7	184.0
	"Nome Census Area, AK"	"02180"	10	4627	Unreliable	Unreliable
	"North Slope Borough, AK"	"02185"	Suppressed	5852	Suppressed	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	Suppressed	3530	Suppressed	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	Suppressed	1776	Suppressed	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	11	3612	Unreliable	Unreliable
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	Missing	Missing	Missing	Missing
	"Sitka Borough, AK"	"02220"	12	4999	Unreliable	Unreliable
	"Skagway Municipality, AK"	"02230"	Suppressed	714	Suppressed	Suppressed
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	Missing	Missing	Missing	Missing
	"Southeast Fairbanks Census Area, AK"	"02240"	Suppressed	3710	Suppressed	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	17	5427	Unreliable	Unreliable
	"Wade Hampton Census Area, AK"	"02270"	Suppressed	3256	Suppressed	Suppressed
	"Wrangell City and Borough, AK"	"02275"	Suppressed	1265	Suppressed	Suppressed
	"Wrangell-Petersburg Census Area, AK"	"02280"	Missing	Missing	Missing	Missing
	"Yakutat Borough, AK"	"02282"	Suppressed	367	Suppressed	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	14	2764	Unreliable	Unreliable
	"Apache County, AZ"	"04001"	94	33754	278.5	233.0
	"Cochise County, AZ"	"04003"	180	62254	289.1	222.0
	"Coconino County, AZ"	"04005"	112	65270	171.6	136.8
	"Gila County, AZ"	"04007"	106	24311	436.0	316.6
	"Graham County, AZ"	"04009"	37	18339	201.8	175.4
	"Greenlee County, AZ"	"04011"	Suppressed	4803	Suppressed	Suppressed
	"La Paz County, AZ"	"04012"	34	8126	418.4	325.2
	"Maricopa County, AZ"	"04013"	4007	2103291	190.5	169.4
	"Mohave County, AZ"	"04015"	427	96808	441.1	306.7
	"Navajo County, AZ"	"04017"	140	50663	276.3	215.2
	"Pima County, AZ"	"04019"	1191	484004	246.1	196.6
	"Pinal County, AZ"	"04021"	450	199590	225.5	199.8
	"Santa Cruz County, AZ"	"04023"	32	21577	148.3	118.8
	"Yavapai County, AZ"	"04025"	347	104238	332.9	223.5
	"Yuma County, AZ"	"04027"	201	90727	221.5	192.1
	"Arkansas County, AR"	"05001"	44	9505	462.9	331.9
	"Ashley County, AR"	"05003"	52	10468	496.8	419.9
	"Baxter County, AR"	"05005"	74	18859	392.4	259.2
	"Benton County, AR"	"05007"	271	125949	215.2	200.4
	"Boone County, AR"	"05009"	66	18471	357.3	305.3
	"Bradley County, AR"	"05011"	25	5635	443.7	356.6
	"Calhoun County, AR"	"05013"	15	2729	Unreliable	Unreliable
	"Carroll County, AR"	"05015"	54	13772	392.1	283.8
	"Chicot County, AR"	"05017"	27	5538	487.5	389.9
	"Clark County, AR"	"05019"	40	9741	410.6	341.9
	"Clay County, AR"	"05021"	41	7542	543.6	412.5
	"Cleburne County, AR"	"05023"	51	12374	412.2	288.1
	"Cleveland County, AR"	"05025"	11	4234	Unreliable	Unreliable
	"Columbia County, AR"	"05027"	42	10857	386.8	308.9
	"Conway County, AR"	"05029"	38	10649	356.8	293.6
	"Craighead County, AR"	"05031"	171	51904	329.5	303.5
	"Crawford County, AR"	"05033"	105	31743	330.8	276.0
	"Crittenden County, AR"	"05035"	148	24959	593.0	502.2
	"Cross County, AR"	"05037"	37	8620	429.2	347.6
	"Dallas County, AR"	"05039"	25	3883	643.8	487.9
	"Desha County, AR"	"05041"	30	6020	498.3	395.4
	"Drew County, AR"	"05043"	42	8845	474.8	397.1
	"Faulkner County, AR"	"05045"	151	59722	252.8	230.9
	"Franklin County, AR"	"05047"	43	8837	486.6	385.9
	"Fulton County, AR"	"05049"	23	5785	397.6	269.2
	"Garland County, AR"	"05051"	184	48323	380.8	278.3
	"Grant County, AR"	"05053"	43	9550	450.3	376.0
	"Greene County, AR"	"05055"	102	22519	453.0	385.1
	"Hempstead County, AR"	"05057"	49	10979	446.3	373.5
	"Hot Spring County, AR"	"05059"	73	17570	415.5	334.5
	"Howard County, AR"	"05061"	27	6619	407.9	309.1
	"Independence County, AR"	"05063"	72	18613	386.8	336.2
	"Izard County, AR"	"05065"	31	6740	459.9	312.7
	"Jackson County, AR"	"05067"	39	9641	404.5	338.7
	"Jefferson County, AR"	"05069"	207	37112	557.8	448.4
	"Johnson County, AR"	"05071"	44	12902	341.0	280.5
	"Lafayette County, AR"	"05073"	19	3572	Unreliable	Unreliable
	"Lawrence County, AR"	"05075"	39	8178	476.9	381.5
	"Lee County, AR"	"05077"	25	5375	465.1	388.1
	"Lincoln County, AR"	"05079"	22	8045	273.5	256.9
	"Little River County, AR"	"05081"	26	6361	408.7	318.0
	"Logan County, AR"	"05083"	54	11010	490.5	356.4
	"Lonoke County, AR"	"05085"	113	37546	301.0	272.4
	"Madison County, AR"	"05087"	36	8076	445.8	350.5
	"Marion County, AR"	"05089"	31	8135	381.1	257.8
	"Miller County, AR"	"05091"	97	22703	427.3	361.0
	"Mississippi County, AR"	"05093"	128	22333	573.1	467.8
	"Monroe County, AR"	"05095"	26	3772	689.3	529.1
	"Montgomery County, AR"	"05097"	19	4442	Unreliable	Unreliable
	"Nevada County, AR"	"05099"	21	4365	481.1	330.5
	"Newton County, AR"	"05101"	11	3934	Unreliable	Unreliable
	"Ouachita County, AR"	"05103"	57	12625	451.5	316.3
	"Perry County, AR"	"05105"	24	5312	451.8	359.0
	"Phillips County, AR"	"05107"	59	9410	627.0	512.8
	"Pike County, AR"	"05109"	23	5579	412.3	337.2
	"Poinsett County, AR"	"05111"	85	12210	696.2	594.2
	"Polk County, AR"	"05113"	44	9576	459.5	359.8
	"Pope County, AR"	"05115"	103	30904	333.3	280.5
	"Prairie County, AR"	"05117"	24	4196	572.0	379.7
	"Pulaski County, AR"	"05119"	738	210747	350.2	301.7
	"Randolph County, AR"	"05121"	32	8747	365.8	285.7
	"St. Francis County, AR"	"05123"	66	14780	446.5	371.8
	"Saline County, AR"	"05125"	189	60060	314.7	269.1
	"Scott County, AR"	"05127"	20	5259	380.3	283.4
	"Searcy County, AR"	"05129"	23	3935	584.5	385.8
	"Sebastian County, AR"	"05131"	232	65558	353.9	294.4
	"Sevier County, AR"	"05133"	26	8434	308.3	261.7
	"Sharp County, AR"	"05135"	45	7941	566.7	417.7
	"Stone County, AR"	"05137"	31	5978	518.6	392.9
	"Union County, AR"	"05139"	101	20696	488.0	384.0
	"Van Buren County, AR"	"05141"	27	8249	327.3	221.6
	"Washington County, AR"	"05143"	290	108643	266.9	257.7
	"White County, AR"	"05145"	147	38356	383.3	317.0
	"Woodruff County, AR"	"05147"	21	3410	615.8	435.8
	"Yell County, AR"	"05149"	56	10934	512.2	430.6
	"Alameda County, CA"	"06001"	1480	916753	161.4	143.4
	"Alpine County, CA"	"06003"	Suppressed	583	Suppressed	Suppressed
	"Amador County, CA"	"06005"	50	19486	256.6	167.5
	"Butte County, CA"	"06007"	295	105269	280.2	209.0
	"Calaveras County, CA"	"06009"	60	22557	266.0	154.8
	"Colusa County, CA"	"06011"	11	10531	Unreliable	Unreliable
	"Contra Costa County, CA"	"06013"	1022	597156	171.1	140.4
	"Del Norte County, CA"	"06015"	46	14982	307.0	237.3
	"El Dorado County, CA"	"06017"	190	97619	194.6	137.1
	"Fresno County, CA"	"06019"	1060	472562	224.3	206.0
	"Glenn County, CA"	"06021"	37	13774	268.6	202.6
	"Humboldt County, CA"	"06023"	196	70042	279.8	222.8
	"Imperial County, CA"	"06025"	193	86736	222.5	201.2
	"Inyo County, CA"	"06027"	27	9399	287.3	198.1
	"Kern County, CA"	"06029"	1100	434182	253.3	234.1
	"Kings County, CA"	"06031"	149	77945	191.2	192.2
	"Lake County, CA"	"06033"	128	33036	387.5	292.8
	"Lassen County, CA"	"06035"	25	19041	131.3	113.6
	"Los Angeles County, CA"	"06037"	10311	5518207	186.9	169.8
	"Madera County, CA"	"06039"	161	76463	210.6	184.7
	"Marin County, CA"	"06041"	182	140116	129.9	93.1
	"Mariposa County, CA"	"06043"	26	9170	283.5	186.2
	"Mendocino County, CA"	"06045"	127	45185	281.1	199.6
	"Merced County, CA"	"06047"	275	127019	216.5	200.6
	"Modoc County, CA"	"06049"	15	4501	Unreliable	Unreliable
	"Mono County, CA"	"06051"	Suppressed	8280	Suppressed	Suppressed
	"Monterey County, CA"	"06053"	322	219895	146.4	131.8
	"Napa County, CA"	"06055"	121	74098	163.3	131.7
	"Nevada County, CA"	"06057"	122	51392	237.4	167.0
	"Orange County, CA"	"06059"	2512	1696350	148.1	129.1
	"Placer County, CA"	"06061"	351	191009	183.8	143.1
	"Plumas County, CA"	"06063"	21	9484	221.4	166.5
	"Riverside County, CA"	"06065"	2333	1165244	200.2	175.7
	"Sacramento County, CA"	"06067"	1772	789753	224.4	194.1
	"San Benito County, CA"	"06069"	57	30332	187.9	155.0
	"San Bernardino County, CA"	"06071"	2551	1079817	236.2	212.5
	"San Diego County, CA"	"06073"	2848	1754224	162.4	146.3
	"San Francisco County, CA"	"06075"	757	549184	137.8	138.9
	"San Joaquin County, CA"	"06077"	938	358654	261.5	228.7
	"San Luis Obispo County, CA"	"06079"	262	135674	193.1	150.9
	"San Mateo County, CA"	"06081"	559	427035	130.9	111.7
	"Santa Barbara County, CA"	"06083"	401	209660	191.3	164.5
	"Santa Clara County, CA"	"06085"	1403	1059075	132.5	120.2
	"Santa Cruz County, CA"	"06087"	214	138694	154.3	122.2
	"Shasta County, CA"	"06089"	334	91225	366.1	267.5
	"Sierra County, CA"	"06091"	Suppressed	1541	Suppressed	Suppressed
	"Siskiyou County, CA"	"06093"	86	21734	395.7	301.4
	"Solano County, CA"	"06095"	540	231723	233.0	189.9
	"Sonoma County, CA"	"06097"	469	268883	174.4	132.5
	"Stanislaus County, CA"	"06099"	722	267637	269.8	237.3
	"Sutter County, CA"	"06101"	120	47517	252.5	213.6
	"Tehama County, CA"	"06103"	94	31321	300.1	229.5
	"Trinity County, CA"	"06105"	24	6941	345.8	211.7
	"Tulare County, CA"	"06107"	500	216610	230.8	216.0
	"Tuolumne County, CA"	"06109"	79	28112	281.0	192.3
	"Ventura County, CA"	"06111"	681	442171	154.0	124.6
	"Yolo County, CA"	"06113"	182	99068	183.7	162.1
	"Yuba County, CA"	"06115"	107	37217	287.5	251.3
	"Adams County, CO"	"08001"	465	258153	180.1	172.0
	"Alamosa County, CO"	"08003"	16	7399	Unreliable	Unreliable
	"Arapahoe County, CO"	"08005"	531	339974	156.2	136.4
	"Archuleta County, CO"	"08007"	14	6411	Unreliable	Unreliable
	"Baca County, CO"	"08009"	Suppressed	1667	Suppressed	Suppressed
	"Bent County, CO"	"08011"	Suppressed	3268	Suppressed	Suppressed
	"Boulder County, CO"	"08013"	196	163870	119.6	99.9
	"Broomfield County, CO"	"08014"	49	34350	142.6	127.1
	"Chaffee County, CO"	"08015"	26	9990	260.3	191.8
	"Cheyenne County, CO"	"08017"	Suppressed	946	Suppressed	Suppressed
	"Clear Creek County, CO"	"08019"	10	5598	Unreliable	Unreliable
	"Conejos County, CO"	"08021"	10	3872	Unreliable	Unreliable
	"Costilla County, CO"	"08023"	Suppressed	1691	Suppressed	Suppressed
	"Crowley County, CO"	"08025"	Suppressed	3375	Suppressed	Suppressed
	"Custer County, CO"	"08027"	Suppressed	2223	Suppressed	Suppressed
	"Delta County, CO"	"08029"	47	14552	323.0	252.2
	"Denver County, CO"	"08031"	709	395572	179.2	190.4
	"Dolores County, CO"	"08033"	Suppressed	1021	Suppressed	Suppressed
	"Douglas County, CO"	"08035"	142	172093	82.5	69.0
	"Eagle County, CO"	"08037"	24	32305	74.3	68.7
	"Elbert County, CO"	"08039"	30	13600	220.6	155.8
	"El Paso County, CO"	"08041"	626	344573	181.7	160.5
	"Fremont County, CO"	"08043"	59	26099	226.1	179.8
	"Garfield County, CO"	"08045"	49	31694	154.6	130.2
	"Gilpin County, CO"	"08047"	Suppressed	3693	Suppressed	Suppressed
	"Grand County, CO"	"08049"	16	8792	Unreliable	Unreliable
	"Gunnison County, CO"	"08051"	Suppressed	8261	Suppressed	Suppressed
	"Hinsdale County, CO"	"08053"	Suppressed	391	Suppressed	Suppressed
	"Huerfano County, CO"	"08055"	Suppressed	3134	Suppressed	Suppressed
	"Jackson County, CO"	"08057"	Suppressed	763	Suppressed	Suppressed
	"Jefferson County, CO"	"08059"	573	313163	183.0	146.2
	"Kiowa County, CO"	"08061"	Suppressed	656	Suppressed	Suppressed
	"Kit Carson County, CO"	"08063"	10	4222	Unreliable	Unreliable
	"Lake County, CO"	"08065"	12	4170	Unreliable	Unreliable
	"La Plata County, CO"	"08067"	65	30188	215.3	155.7
	"Larimer County, CO"	"08069"	265	164900	160.7	127.5
	"Las Animas County, CO"	"08071"	23	7032	327.1	239.6
	"Lincoln County, CO"	"08073"	Suppressed	2990	Suppressed	Suppressed
	"Logan County, CO"	"08075"	24	11997	200.1	154.0
	"Mesa County, CO"	"08077"	150	74834	200.4	157.9
	"Mineral County, CO"	"08079"	Suppressed	389	Suppressed	Suppressed
	"Moffat County, CO"	"08081"	13	6887	Unreliable	Unreliable
	"Montezuma County, CO"	"08083"	32	13133	243.7	154.1
	"Montrose County, CO"	"08085"	50	20090	248.9	194.6
	"Morgan County, CO"	"08087"	20	13878	144.1	125.5
	"Otero County, CO"	"08089"	43	8763	490.7	372.1
	"Ouray County, CO"	"08091"	Suppressed	2462	Suppressed	Suppressed
	"Park County, CO"	"08093"	22	10066	218.6	157.6
	"Phillips County, CO"	"08095"	Suppressed	2049	Suppressed	Suppressed
	"Pitkin County, CO"	"08097"	13	10835	Unreliable	Unreliable
	"Prowers County, CO"	"08099"	14	5756	Unreliable	Unreliable
	"Pueblo County, CO"	"08101"	228	81113	281.1	220.6
	"Rio Blanco County, CO"	"08103"	Suppressed	3429	Suppressed	Suppressed
	"Rio Grande County, CO"	"08105"	16	5721	Unreliable	Unreliable
	"Routt County, CO"	"08107"	17	14384	Unreliable	Unreliable
	"Saguache County, CO"	"08109"	11	3239	Unreliable	Unreliable
	"San Juan County, CO"	"08111"	Suppressed	439	Suppressed	Suppressed
	"San Miguel County, CO"	"08113"	Suppressed	5065	Suppressed	Suppressed
	"Sedgwick County, CO"	"08115"	Suppressed	1145	Suppressed	Suppressed
	"Summit County, CO"	"08117"	14	18922	Unreliable	Unreliable
	"Teller County, CO"	"08119"	34	13293	255.8	163.8
	"Washington County, CO"	"08121"	Suppressed	2351	Suppressed	Suppressed
	"Weld County, CO"	"08123"	228	144278	158.0	138.6
	"Yuma County, CO"	"08125"	Suppressed	4912	Suppressed	Suppressed
	"Fairfield County, CT"	"09001"	779	503146	154.8	124.0
	"Hartford County, CT"	"09003"	961	480167	200.1	159.6
	"Litchfield County, CT"	"09005"	204	100931	202.1	137.5
	"Middlesex County, CT"	"09007"	145	89576	161.9	114.6
	"New Haven County, CT"	"09009"	890	457830	194.4	156.7
	"New London County, CT"	"09011"	286	145489	196.6	147.9
	"Tolland County, CT"	"09013"	134	74466	179.9	132.8
	"Windham County, CT"	"09015"	130	63667	204.2	154.8
	"Kent County, DE"	"10001"	276	86190	320.2	266.5
	"New Castle County, DE"	"10003"	695	297682	233.5	191.4
	"Sussex County, DE"	"10005"	293	103874	282.1	199.7
	"District of Columbia, DC"	"11001"	1081	388271	278.4	296.4
	"Alachua County, FL"	"12001"	303	120954	250.5	222.2
	"Baker County, FL"	"12003"	44	14559	302.2	244.8
	"Bay County, FL"	"12005"	366	95423	383.6	319.4
	"Bradford County, FL"	"12007"	59	14395	409.9	312.9
	"Brevard County, FL"	"12009"	900	283342	317.6	227.5
	"Broward County, FL"	"12011"	2154	1020862	211.0	176.4
	"Calhoun County, FL"	"12013"	27	7894	342.0	279.8
	"Charlotte County, FL"	"12015"	263	73695	356.9	235.7
	"Citrus County, FL"	"12017"	316	61371	514.9	353.6
	"Clay County, FL"	"12019"	257	105645	243.3	193.3
	"Collier County, FL"	"12021"	256	158362	161.7	117.3
	"Columbia County, FL"	"12023"	152	35051	433.7	339.7
	"DeSoto County, FL"	"12027"	40	17347	230.6	192.7
	"Dixie County, FL"	"12029"	46	8278	555.7	384.1
	"Duval County, FL"	"12031"	1458	490004	297.5	258.5
	"Escambia County, FL"	"12033"	540	156205	345.7	283.0
	"Flagler County, FL"	"12035"	160	48024	333.2	235.1
	"Franklin County, FL"	"12037"	20	6605	302.8	242.8
	"Gadsden County, FL"	"12039"	94	24994	376.1	301.0
	"Gilchrist County, FL"	"12041"	37	8182	452.2	343.7
	"Glades County, FL"	"12043"	12	6765	Unreliable	Unreliable
	"Gulf County, FL"	"12045"	35	9394	372.6	311.5
	"Hamilton County, FL"	"12047"	39	7398	527.2	435.6
	"Hardee County, FL"	"12049"	40	13194	303.2	267.8
	"Hendry County, FL"	"12051"	54	19106	282.6	250.5
	"Hernando County, FL"	"12053"	289	82292	351.2	248.4
	"Highlands County, FL"	"12055"	153	41177	371.6	268.4
	"Hillsborough County, FL"	"12057"	1697	711072	238.7	209.5
	"Holmes County, FL"	"12059"	45	10217	440.4	351.8
	"Indian River County, FL"	"12061"	206	66070	311.8	204.9
	"Jackson County, FL"	"12063"	90	26526	339.3	276.3
	"Jefferson County, FL"	"12065"	32	7811	409.7	305.5
	"Lafayette County, FL"	"12067"	Suppressed	4807	Suppressed	Suppressed
	"Lake County, FL"	"12069"	454	148903	304.9	232.4
	"Lee County, FL"	"12071"	831	323794	256.6	193.0
	"Leon County, FL"	"12073"	292	131897	221.4	192.4
	"Levy County, FL"	"12075"	98	19803	494.9	346.7
	"Liberty County, FL"	"12077"	21	5060	415.0	381.8
	"Madison County, FL"	"12079"	51	9880	516.2	433.4
	"Manatee County, FL"	"12081"	460	168601	272.8	202.3
	"Marion County, FL"	"12083"	623	156249	398.7	293.8
	"Martin County, FL"	"12085"	183	72357	252.9	167.5
	"Miami-Dade County, FL"	"12086"	2856	1461244	195.4	171.9
	"Monroe County, FL"	"12087"	155	44377	349.3	243.0
	"Nassau County, FL"	"12089"	141	40033	352.2	259.0
	"Okaloosa County, FL"	"12091"	264	103701	254.6	223.1
	"Okeechobee County, FL"	"12093"	72	19845	362.8	297.3
	"Orange County, FL"	"12095"	1312	688679	190.5	179.2
	"Osceola County, FL"	"12097"	334	162712	205.3	184.9
	"Palm Beach County, FL"	"12099"	1553	695924	223.2	176.6
	"Pasco County, FL"	"12101"	810	241678	335.2	256.8
	"Pinellas County, FL"	"12103"	1588	494720	321.0	233.2
	"Polk County, FL"	"12105"	998	310525	321.4	256.6
	"Putnam County, FL"	"12107"	177	35616	497.0	356.6
	"St. Johns County, FL"	"12109"	220	113797	193.3	140.8
	"St. Lucie County, FL"	"12111"	461	142487	323.5	247.4
	"Santa Rosa County, FL"	"12113"	206	88886	231.8	192.1
	"Sarasota County, FL"	"12115"	509	178813	284.7	193.0
	"Seminole County, FL"	"12117"	487	243683	199.8	166.5
	"Sumter County, FL"	"12119"	142	41526	342.0	227.8
	"Suwannee County, FL"	"12121"	76	22300	340.8	274.2
	"Taylor County, FL"	"12123"	40	12334	324.3	259.7
	"Union County, FL"	"12125"	91	9025	1008.3	840.9
	"Volusia County, FL"	"12127"	978	254493	384.3	278.9
	"Wakulla County, FL"	"12129"	61	18348	332.5	278.8
	"Walton County, FL"	"12131"	107	33312	321.2	255.0
	"Washington County, FL"	"12133"	54	13176	409.8	336.3
	"Appling County, GA"	"13001"	47	9359	502.2	404.4
	"Atkinson County, GA"	"13003"	13	4184	Unreliable	Unreliable
	"Bacon County, GA"	"13005"	26	5778	450.0	396.4
	"Baker County, GA"	"13007"	10	1745	Unreliable	Unreliable
	"Baldwin County, GA"	"13009"	96	21677	442.9	361.5
	"Banks County, GA"	"13011"	43	9617	447.1	359.7
	"Barrow County, GA"	"13013"	109	38913	280.1	261.1
	"Bartow County, GA"	"13015"	169	54180	311.9	271.2
	"Ben Hill County, GA"	"13017"	51	8880	574.3	448.4
	"Berrien County, GA"	"13019"	35	9700	360.8	299.3
	"Bibb County, GA"	"13021"	330	77304	426.9	350.2
	"Bleckley County, GA"	"13023"	23	6040	380.8	304.8
	"Brantley County, GA"	"13025"	38	9620	395.0	310.3
	"Brooks County, GA"	"13027"	36	7980	451.1	342.0
	"Bryan County, GA"	"13029"	64	17857	358.4	324.8
	"Bulloch County, GA"	"13031"	72	31354	229.6	208.3
	"Burke County, GA"	"13033"	48	11430	419.9	337.5
	"Butts County, GA"	"13035"	54	12692	425.5	357.4
	"Calhoun County, GA"	"13037"	18	3812	Unreliable	Unreliable
	"Camden County, GA"	"13039"	85	26103	325.6	299.3
	"Candler County, GA"	"13043"	21	5359	391.9	283.6
	"Carroll County, GA"	"13045"	192	56083	342.3	292.2
	"Catoosa County, GA"	"13047"	101	34274	294.7	233.5
	"Charlton County, GA"	"13049"	21	7451	281.8	266.8
	"Chatham County, GA"	"13051"	424	147870	286.7	261.6
	"Chattahoochee County, GA"	"13053"	Suppressed	4850	Suppressed	Suppressed
	"Chattooga County, GA"	"13055"	54	13012	415.0	320.8
	"Cherokee County, GA"	"13057"	193	124626	154.9	133.7
	"Clarke County, GA"	"13059"	135	54557	247.4	256.8
	"Clay County, GA"	"13061"	Suppressed	1468	Suppressed	Suppressed
	"Clayton County, GA"	"13063"	403	141747	284.3	264.7
	"Clinch County, GA"	"13065"	15	3395	Unreliable	Unreliable
	"Cobb County, GA"	"13067"	643	405263	158.7	140.4
	"Coffee County, GA"	"13069"	81	22286	363.5	305.9
	"Colquitt County, GA"	"13071"	104	23072	450.8	404.9
	"Columbia County, GA"	"13073"	126	74602	168.9	146.5
	"Cook County, GA"	"13075"	31	8698	356.4	309.3
	"Coweta County, GA"	"13077"	145	72576	199.8	169.1
	"Crawford County, GA"	"13079"	17	6685	Unreliable	Unreliable
	"Crisp County, GA"	"13081"	50	11516	434.2	348.1
	"Dade County, GA"	"13083"	33	8262	399.4	329.5
	"Dawson County, GA"	"13085"	36	12102	297.5	240.7
	"Decatur County, GA"	"13087"	62	13702	452.5	364.9
	"DeKalb County, GA"	"13089"	921	409954	224.7	211.2
	"Dodge County, GA"	"13091"	37	11336	326.4	258.3
	"Dooly County, GA"	"13093"	16	7937	Unreliable	Unreliable
	"Dougherty County, GA"	"13095"	199	45511	437.3	379.0
	"Douglas County, GA"	"13097"	170	74211	229.1	202.6
